No.,x_simu,y_simu
1,11.0,9.74990685845688
2,11.01,9.743049141500556
3,11.02,9.736196521256021
4,11.03,9.72934899892563
5,11.04,9.72250657573356
6,11.049999999999999,9.715669252925967
7,11.059999999999999,9.70883703177122
8,11.069999999999999,9.702009913559982
9,11.079999999999998,9.695187899605488
10,11.089999999999998,9.688370991243639
11,11.099999999999998,9.681559189833191
12,11.109999999999998,9.674752496755987
13,11.119999999999997,9.667950913417057
14,11.129999999999997,9.661154441244873
15,11.139999999999997,9.654363081691505
16,11.149999999999997,9.647576836232767
17,11.159999999999997,9.640795706368486
18,11.169999999999996,9.634019693622633
19,11.179999999999996,9.62724879954351
20,11.189999999999996,9.620483025703994
21,11.199999999999996,9.613722373701684
22,11.209999999999996,9.606966845159109
23,11.219999999999995,9.600216441723955
24,11.229999999999995,9.593471165069214
25,11.239999999999995,9.58673101689345
26,11.249999999999995,9.579995998920964
27,11.259999999999994,9.573266112901988
28,11.269999999999994,9.566541360612955
29,11.279999999999994,9.559821743856636
30,11.289999999999994,9.553107264462408
31,11.299999999999994,9.546397924286461
32,11.309999999999993,9.539693725211983
33,11.319999999999993,9.532994669149424
34,11.329999999999993,9.526300758036706
35,11.339999999999993,9.519611993839405
36,11.349999999999993,9.512928378551054
37,11.359999999999992,9.50624991419333
38,11.369999999999992,9.499576602816257
39,11.379999999999992,9.49290844649851
40,11.389999999999992,9.486245447347587
41,11.399999999999991,9.479587607500097
42,11.409999999999991,9.472934929121974
43,11.419999999999991,9.466287414408711
44,11.42999999999999,9.459645065585665
45,11.43999999999999,9.45300788490821
46,11.44999999999999,9.44637587466209
47,11.45999999999999,9.439749037163613
48,11.46999999999999,9.433127374759914
49,11.47999999999999,9.42651088982923
50,11.48999999999999,9.41989958478117
51,11.49999999999999,9.413293462056947
52,11.50999999999999,9.406692524129669
53,11.519999999999989,9.400096773504641
54,11.529999999999989,9.393506212719554
55,11.539999999999988,9.386920844344855
56,11.549999999999988,9.380340670983955
57,11.559999999999988,9.373765695273567
58,11.569999999999988,9.367195919883972
59,11.579999999999988,9.360631347519274
60,11.589999999999987,9.354071980917757
61,11.599999999999987,9.347517822852097
62,11.609999999999987,9.340968876129763
63,11.619999999999987,9.334425143593243
64,11.629999999999987,9.327886628120343
65,11.639999999999986,9.321353332624557
66,11.649999999999986,9.314825260055345
67,11.659999999999986,9.308302413398412
